phate1,phate2,CCAT,velocity_length,A,K,P,WENR,mac,fib,curatedCLUST,OWNsig_stemO_UCell,OWNsig_stemS_UCell,condition,inverse_vvl,dist,deg,dist_scaled,inv_deg_scaled,potency_med,dynamic_med,VR
0.032910721,0.005284572,0.23191467322995096,167.1957294,0,0,0,0,0,0,Late Enterocyte,0.0,0.041537037,WT,0.19019827464880487,0.017480702827778725,7,0.17995415032311712,0.5102040816326529,0.22036948484902785,0.1899124122989119,0.2017500890432315
0.041987143,0.036622254,0.23808217872476478,245.0156212,0,0,0,0,0,0,Late Enterocyte,0.0,0.0,WT,0.05808760869642146,0.048205455508937255,6,0.941374914675436,0.7142857142857141,0.22036948484902785,0.1899124122989119,0.2162104144564945
0.039163823,0.014892428,0.30908716618779475,246.321517,0,0,0,0,0,0,Late Enterocyte,0.0,0.046537037,WT,0.05658280928047846,0.02582822093663665,5,0.3868223287214782,0.9999999999999999,0.22036948484902785,0.1899124122989119,0.20567877252198294
-0.027025235,0.005154606,0.7176757460354606,191.7202885,0,0,0,0,0,0,proCSC,0.577814815,0.119314815,WT,0.13699061364864976,0.007075815797390554,5,0.03948439081343519,1.0,0.680724194680392,0.06900886625798297,0.612924252516845
0.001834655,1.28e-05,0.34074943353747744,182.6693628,0,0,0,0,0,0,revCSC,0.0,0.277166667,WT,0.15496381441651316,0.009168859171205131,6,0.24918519718685406,0.7142857142857141,0.5609374172393626,0.054304337184330836,0.5061968592123643
0.026985733,-0.005708922,0.207869598703193,190.0858654,0,0,0,0,0,0,Late Enterocyte,0.0,0.085240741,WT,0.14010959520816477,0.012192655096224934,5,0.0489057611798458,0.9999999999999999,0.22036948484902785,0.1899124122989119,0.19926131747222298
0.022347541,-0.008021041,0.28335361499299927,218.0599605,0,0,0,0,0,0,Early Enterocyte,0.0,0.174703704,WT,0.09317462926633771,0.014425756207493833,6,0.20288722720640262,0.6666666666666665,0.3216785982449472,0.0931566128278711,0.29140076710771123
0.000432,-0.011754491,0.5447134911712377,248.0462851,0,0,0,0,0,0,TA 1,0.0,0.154574074,WT,0.054619621478212005,0.00832024154652693,6,0.20446028567043162,0.6944444444444444,0.418506847419291,0.06268998905912201,0.37793792398453235
0.031096705,-0.000701,0.2956540608727696,151.672817,0,0,0,0,0,0,Late Enterocyte,0.035814815,0.059537037,WT,0.23276855271506583,0.011766824364193983,7,0.03835282476299556,0.5102040816326529,0.22036948484902785,0.1899124122989119,0.19906090411104685
0.038230863,0.007984503,0.20180681218090468,249.2864754,0,0,0,0,0,0,Late Enterocyte,0.0,0.141074074,WT,0.053224785633675525,0.020444447259924958,5,0.253401659381622,0.9999999999999999,0.22036948484902785,0.1899124122989119,0.20314494840549618
0.005324276,-0.008898022,0.2337076898076068,210.1506671,0,0,0,0,0,0,TA 1,0.0,0.19687037,WT,0.10517783355766178,0.010718567465401552,6,0.34927063789188706,0.6944444444444444,0.418506847419291,0.06268998905912201,0.3788457399241734
-0.004349088,-0.005157313,0.40748168756476033,203.8757966,0,0,0,0,0,0,TA 1,0.0,0.229444444,WT,0.11536315024656948,0.005273314271874154,10,0.020487536861267808,0.08333333333333337,0.418506847419291,0.06268998905912201,0.37678459902353
0.031573702,0.000937,0.3480623387933951,276.8334851,0,0,0,0,0,0,Late Enterocyte,0.0,0.036518519,WT,0.02546453786229566,0.01197031477310424,7,0.043395723701799005,0.5102040816326529,0.22036948484902785,0.1899124122989119,0.19915667502129164
0.042439862,0.031849071,0.26139976542520404,179.7536835,0,0,0,0,0,0,Late Enterocyte,0.0,0.050925926,WT,0.16113917689327542,0.04330598670332682,5,0.8199562877591664,0.9999999999999999,0.22036948484902785,0.1899124122989119,0.21390452402292548
0.00342531,0.018771016,0.35697346107458294,109.2928021,0,0,0,0,0,0,ER Stress,0.0,0.203203704,WT,0.41056701676454477,0.00952936094636574,7,0.13122870133639153,0.4285714285714284,0.3462930749103823,0.2806624696887638,0.3153468645604562
0.001924645,0.01961761,0.3540380858208644,102.1144817,0,0,0,0,0,0,ER Stress,0.0,0.263462963,WT,0.4552981761031517,0.010905253763023494,6,0.20071585563527067,0.6666666666666665,0.3462930749103823,0.2806624696887638,0.31729710819417295
-0.0019569,0.005006728,0.5131473418057704,222.2322566,0,0,0,0,0,0,revCSC,0.0,0.38837037,WT,0.08718695301815263,0.008930257073546721,7,0.2301020626807403,0.5102040816326529,0.5609374172393626,0.054304337184330836,0.5060932295152889
0.016181602,-0.013069544,0.3696417857284786,263.1256857,0,0,0,0,0,0,Early Enterocyte,0.0,0.053055556,WT,0.03855189906307768,0.010140275422948123,7,0.047606028238948384,0.4285714285714284,0.3216785982449472,0.0931566128278711,0.28995422005454535
0.002754125,0.019851852,0.3888952622019941,83.9140722,0,0,0,0,0,0,ER Stress,0.0,0.204277778,WT,0.6030133936923793,0.010635608917102728,7,0.18709789587303544,0.4285714285714284,0.3462930749103823,0.2806624696887638,0.31691490317227383
-0.006594203,-0.00652996,0.49134094457330935,257.9513816,0,0,0,0,0,0,TA 1,0.0,0.155833333,WT,0.043853622381259755,0.005999707897272343,8,0.06434701230516005,0.3125,0.418506847419291,0.06268998905912201,0.3770595540271017
-0.00631612,-0.006511184,0.2939875403015393,251.8736275,0,0,0,0,0,0,TA 1,0.0,0.071148148,WT,0.050359243746356,0.005924474210384201,8,0.05980442006969666,0.3125,0.418506847419291,0.06268998905912201,0.37703107652134754
0.002220045,0.020022745,0.4143998426729423,91.72480751,0,0,0,0,0,0,ER Stress,0.0,0.260351852,WT,0.5324407270252484,0.011387521512020571,7,0.22507197777081406,0.4285714285714284,0.3462930749103823,0.2806624696887638,0.31798069313323324
-0.023869131,0.00534718,0.7386211222629235,217.1647238,0,0,0,0,0,0,proCSC,0.096333333,0.25587037,WT,0.09448936625711682,0.0066707283408101465,6,0.025406547685409703,0.6944444444444444,0.680724194680392,0.06900886625798297,0.6128271029174828
0.035217033,0.002301358,0.15814635713884362,182.948611,0,0,0,0,0,0,Late Enterocyte,0.0,0.054018519,WT,0.15438269984503808,0.015395820304701477,6,0.1282865954763775,0.7142857142857141,0.22036948484902785,0.1899124122989119,0.20076885804537842
-0.006584422,-0.008173713,0.42400263423024087,263.0353407,0,0,0,0,0,0,TA 1,0.0,0.15087037,WT,0.038642679650322226,0.006507708010033784,6,0.09501993906569056,0.6944444444444444,0.418506847419291,0.06268998905912201,0.37725184257140454
0.009115851,-0.008879739,0.2978479694558791,203.9497153,0,0,0,0,0,0,Late Enterocyte,0.0,0.165351852,WT,0.11523951800042789,0.02284545124820614,5,0.31290333579677904,0.9999999999999999,0.22036948484902785,0.1899124122989119,0.20427495909587934
-0.013814227,-0.006977954,0.5337336073727983,222.9057374,0,0,0,0,0,0,CSC,0.096777778,0.204888889,WT,0.08624144963005739,0.009010362374197037,8,0.22680556162366872,0.3125,0.5283128165839661,0.0431088893442971,0.4764592685114401
-0.002907332,-0.008678392,0.28678362765286636,234.5191756,0,0,0,0,0,0,TA 1,0.0,0.07087037,WT,0.07079148744114541,0.0055570103201884585,7,0.03761703721687698,0.47619047619047605,0.418506847419291,0.06268998905912201,0.37689198384251815
0.006075028,-0.007686377,0.3810991228627365,188.254326,0,0,0,0,0,0,TA 1,0.0,0.294166667,WT,0.1436690844930584,0.011506489805357388,5,0.39684520258061684,1.0,0.418506847419291,0.06268998905912201,0.3791439848181563
0.041154533,0.020952191,0.1498283240345767,220.8113762,0,0,0,0,0,0,Late Enterocyte,0.0,0.048648148,WT,0.0892006549947151,0.032191007925847975,5,0.5445049041684482,0.9999999999999999,0.22036948484902785,0.1899124122989119,0.20867336035004685
0.016056831,-0.009526983,0.08070182584358354,171.30232,0,0,0,0,0,0,Late Enterocyte,0.0,0.113888889,WT,0.1802268044145515,0.01666477573365978,5,0.1597338465795236,0.9999999999999999,0.22036948484902785,0.1899124122989119,0.20136608037709522
0.036043508,0.006094015,0.2868136236742077,235.8579242,0,0,0,0,0,0,Late Enterocyte,0.0,0.046037037,WT,0.06910828476725198,0.01764263197892022,7,0.1839670782484472,0.5102040816326529,0.22036948484902785,0.1899124122989119,0.2018262995254996
0.003767379,0.014374272,0.29894567282726225,235.2747883,0,0,0,0,0,0,ER Stress,0.0,0.168388889,WT,0.0698391042713227,0.0072938407623707405,6,0.018327511590476075,0.6666666666666665,0.3462930749103823,0.2806624696887638,0.3121781518859673
-0.005310581,-0.009078891,0.5100056383328226,252.7277983,0,0,0,0,0,0,TA 1,0.0,0.128425926,WT,0.049426042686077226,0.006552930360093211,7,0.0977504538755628,0.47619047619047605,0.418506847419291,0.06268998905912201,0.3772689601657602
-0.019627277,-0.002931663,0.6381047084197515,224.2691255,0,0,0,0,0,0,proCSC,0.076555556,0.148851852,WT,0.08434476565022433,0.011669712039455868,5,0.19913423825171106,1.0,0.680724194680392,0.06900886625798297,0.6140259780138426
0.00450987,0.021608047,0.4072659555585203,72.68665351,0,0,0,0,0,0,ER Stress,0.023444444,0.205388889,WT,0.7310271556724982,0.013319059703079863,5,0.3226210678535342,1.0,0.3462930749103823,0.2806624696887638,0.320718529987084
0.029306826,-0.005152484,0.30410970979000074,246.9292924,0,0,0,0,0,0,Late Enterocyte,0.0,0.098685185,WT,0.05588788998786512,0.01237756299870588,5,0.05348814847854533,0.9999999999999999,0.22036948484902785,0.1899124122989119,0.19934834269482135
-0.00242235,-0.008669346,0.42298688496711156,261.6308867,0,0,0,0,0,0,TA 1,0.0,0.262888889,WT,0.04006196793111613,0.005746062283428725,5,0.049031950081524944,1.0,0.418506847419291,0.06268998905912201,0.37696354391877773
0.002860267,0.016884964,0.39822349958803005,130.45817,0,0,0,0,0,0,ER Stress,0.0,0.221722222,WT,0.3073314865933233,0.00783864915219426,7,0.04584214368147821,0.4285714285714284,0.3462930749103823,0.2806624696887638,0.31295038434549116
0.004576487,-0.013716245,0.42860775915628324,264.1112675,0,0,0,0,0,0,CSC,0.0,0.13712963,WT,0.037565599787280274,0.014104481691970856,7,0.610031392523497,0.47619047619047605,0.5283128165839661,0.0431088893442971,0.4781113125052538
0.028877065,-0.003591679,0.30392915469188453,140.6835806,0,0,0,0,0,0,Late Enterocyte,0.052592593,0.120814815,WT,0.268585004816457,0.011577838306536498,7,0.03366937263022257,0.5102040816326529,0.22036948484902785,0.1899124122989119,0.19897195954180472
0.034431768,0.001512024,0.16809953899299535,231.2339032,0,0,0,0,0,0,Late Enterocyte,0.0,0.149944444,WT,0.07500464528178533,0.014534152652829067,5,0.10693274931478752,0.9999999999999999,0.22036948484902785,0.1899124122989119,0.20036332200173768
-0.006073871,-0.008079029,0.45848693598213386,256.2101872,0,0,0,0,0,0,TA 1,0.0,0.081444444,WT,0.04568584914693327,0.006454779341212382,6,0.09182411855008837,0.6944444444444444,0.418506847419291,0.06268998905912201,0.37723180797608874
0.008028203,-0.011195184,0.36147941499384206,194.9562819,0,0,0,0,0,0,Early Enterocyte,0.025444444,0.100333333,WT,0.1309696149516056,0.010118123679386512,6,0.04680337633770293,0.6666666666666665,0.3216785982449472,0.0931566128278711,0.28994674282130534
0.02009558,-0.008218758,0.27000935173939267,159.4917655,0,0,0,0,0,0,Late Enterocyte,0.029333333,0.096259259,WT,0.2102899895433797,0.013249600437075572,6,0.07509897867001075,0.7142857142857141,0.22036948484902785,0.1899124122989119,0.1997587591841657
0.003518324,-0.008917563,0.30541485753940134,218.6184569,0,0,0,0,0,0,TA 1,0.0,0.160444444,WT,0.09235988026285988,0.00938873924110677,5,0.2689759239672167,1.0,0.418506847419291,0.06268998905912201,0.3783423724504291
0.02405789,0.01615312,0.17836461261894754,204.1221921,0,0,0,0,0,0,Goblet / DCS,0.0,0.202777778,WT,0.11495139125575246,0.02075113196398254,8,0.11450756075940427,0.25,0.24927463108475012,0.1131515562123829,0.22564283884607617
0.031590621,0.000774,0.21103990747556967,149.1760099,0,0,0,0,0,0,Late Enterocyte,0.0,0.088703704,WT,0.24044295330036988,0.011826002349433668,8,0.039819373484205056,0.3571428571428571,0.22036948484902785,0.1899124122989119,0.19908875569158674
0.038160036,0.007832867,0.3525314505194932,262.641108,0,0,0,0,0,0,Late Enterocyte,0.0,0.050481481,WT,0.03903954396805895,0.020278074614220463,5,0.24927861278221625,0.9999999999999999,0.22036948484902785,0.1899124122989119,0.20306664663292479
0.040388611,0.013374086,0.24093659068498285,175.9099147,0,0,0,0,0,0,Early Enterocyte,0.0,0.020574074,WT,0.1695930427851682,0.03642462982283012,6,1.0,0.6666666666666665,0.3216785982449472,0.0931566128278711,0.2988263997032396
0.029228263,-0.001022974,0.13480793348476727,152.7241042,0,0,0,0,0,0,Late Enterocyte,0.0,0.083907407,WT,0.2296122964989115,0.011420287385936922,5,0.02976494600611812,0.9999999999999999,0.22036948484902785,0.1899124122989119,0.19889780963392195
-0.002024343,-0.008671416,0.21554875027639853,184.9526272,0,0,0,0,0,0,TA 1,0.0,0.170333333,WT,0.150263832355889,0.005747846295618182,5,0.04913966831593569,1.0,0.418506847419291,0.06268998905912201,0.3769642192042714
0.025201905,-0.002505588,0.27241005410528984,159.5246182,0,0,0,0,0,0,Late Enterocyte,0.0,0.087314815,WT,0.2102001905844009,0.011225019971819612,7,0.024925829309127456,0.5102040816326529,0.22036948484902785,0.1899124122989119,0.1988059088013898
-0.016285551,-0.01069875,0.5863205214340508,201.6418113,0,0,0,0,0,0,proCSC,0.491222222,0.112925926,WT,0.11914235362067263,0.020286050360678355,6,0.4985744140797359,0.6944444444444444,0.680724194680392,0.06900886625798297,0.6160923807184409
-0.002401229,-0.008708354,0.46270772625287715,255.6434777,0,0,0,0,0,0,TA 1,0.0,0.227074074,WT,0.046287570738819256,0.005723689228599905,5,0.04768107031804747,1.0,0.418506847419291,0.06268998905912201,0.3769550752550185
0.034872963,0.002542124,0.3244169356599399,144.0427717,0,0,0,0,0,0,Late Enterocyte,0.0,0.110685185,WT,0.25705668431882556,0.015298526798997498,8,0.12587546799722715,0.3571428571428571,0.22036948484902785,0.1899124122989119,0.20072306774178586
0.019783049,-0.008488674,0.29881698628460496,181.6673547,0,0,0,0,0,0,Late Enterocyte,0.0,0.07,WT,0.15706369616874657,0.013360482995368059,6,0.07784687002537971,0.7142857142857141,0.22036948484902785,0.1899124122989119,0.19981094505176905
0.036524063,0.007381357,0.31039328684565803,230.8560968,0,0,0,0,0,0,Late Enterocyte,0.0,0.090925926,WT,0.07549684647867314,0.019501298848030882,5,0.23002855717525517,0.9999999999999999,0.22036948484902785,0.1899124122989119,0.20270106418320416
-0.003235455,-0.004511952,0.32722368107425515,227.5872507,0,0,0,0,0,0,TA 1,0.0,0.102037037,WT,0.0798236921939898,0.005617551548953674,5,0.041272502302925174,1.0,0.418506847419291,0.06268998905912201,0.3769148999491432
-0.020672043,0.003392559,0.7017760491734437,236.7285214,0,0,0,0,0,0,proCSC,0.321888889,0.270703704,WT,0.06802390246234383,0.008259735662149333,8,0.08062868659816264,0.3125,0.680724194680392,0.06900886625798297,0.6132081846373537
0.009326604,-0.00888369,0.2538055374201307,227.4147739,0,0,0,0,0,0,Late Enterocyte,0.0,0.164222222,WT,0.08005544782497845,0.022635052806424864,6,0.30768924200009,0.7142857142857141,0.22036948484902785,0.1899124122989119,0.20417593698279116
0.035133595,0.005304638,0.20829269749352397,222.8893111,0,0,0,0,0,0,Late Enterocyte,0.0,0.007592593,WT,0.0862644426213515,0.016592309390311817,7,0.15793798579215074,0.5102040816326529,0.22036948484902785,0.1899124122989119,0.20133197475166692
0.002902424,-0.008128719,0.231610734835613,195.325875,0,0,0,0,0,0,TA 1,0.0,0.23687037,WT,0.13029463160781238,0.008199568895045809,8,0.19717409949074938,0.3125,0.418506847419291,0.06268998905912201,0.37789224689134365
0.003217371,-0.010149535,0.3530234288414691,245.459133,0,0,0,0,0,0,TA 1,0.0,0.148388889,WT,0.05757474917515823,0.009691230783535168,7,0.28724029181577915,0.47619047619047605,0.418506847419291,0.06268998905912201,0.37845687175248893
0.002001579,0.020175202,0.2950416806519771,119.0089954,0,0,0,0,0,0,ER Stress,0.0,0.232666667,WT,0.3586163638708866,0.011468128241766311,7,0.22914288518420994,0.4285714285714284,0.3462930749103823,0.2806624696887638,0.31809494822608503
0.030324164,-0.001891244,0.23275908018154068,137.5872113,0,0,0,0,0,0,Late Enterocyte,0.0,0.093851852,WT,0.27970993988739823,0.01141730872522305,5,0.029691128841793313,0.9999999999999999,0.22036948484902785,0.1899124122989119,0.19889640775434733
0.020562109,-0.009793787,0.2871592568664926,236.4492732,0,0,0,0,0,0,Early Enterocyte,0.0,0.073259259,WT,0.06837085336919849,0.01340299424345939,7,0.16582821048970248,0.4285714285714284,0.3216785982449472,0.0931566128278711,0.2910555378605053
-0.020507904,-0.000453,0.5993486103279928,235.1598038,0,0,0,0,0,0,proCSC,0.133296296,0.228518519,WT,0.06998363727694631,0.009425341618233985,6,0.12113652640483602,0.6944444444444444,0.680724194680392,0.06900886625798297,0.6134877246473156
0.001439264,0.019917394,0.3540631993936023,119.6085576,0,0,0,0,0,0,ER Stress,0.0,0.249111111,WT,0.3556871005351786,0.010997713001019406,6,0.20538535405781883,0.6666666666666665,0.3462930749103823,0.2806624696887638,0.31742816349012093
0.003137698,0.016707219,0.2642399120404799,135.2710942,0,0,0,0,0,0,ER Stress,0.0,0.37212963,WT,0.2883644732273042,0.007841880672911528,8,0.04600534620421998,0.25,0.3462930749103823,0.2806624696887638,0.3129549648278004
-0.007988996,-0.006835276,0.49889488043987595,258.9862424,0,0,0,0,0,0,TA 1,0.0,0.208166667,WT,0.04277632997869793,0.006809198750790991,5,0.11322387874585088,1.0,0.418506847419291,0.06268998905912201,0.3773659630493428
-0.023010269,0.00509824,0.6818225143266143,226.0349595,0,0,0,0,0,0,proCSC,0.241666667,0.256481481,WT,0.08192222549539277,0.0068207006297747105,7,0.030618474945307367,0.47619047619047605,0.680724194680392,0.06900886625798297,0.6128630698366052
0.024189277,0.03681353,0.2107215604859639,185.2975808,0,0,0,0,0,0,Goblet / DCS,0.0,0.073703704,WT,0.14956383461055403,0.025575739855473754,5,0.19762967639678863,1.0,0.24927463108475012,0.1131515562123829,0.22658337852007973
-0.017430966,-0.00500567,0.6276573248791926,204.6560488,0,0,0,0,0,0,CSC,0.104296296,0.096648148,WT,0.11406264844159711,0.013916738136577721,8,0.5959076204790166,0.3125,0.5283128165839661,0.0431088893442971,0.47805042649263485
0.032258711,-0.001453155,0.1918735212313636,227.3080026,0,0,0,0,0,0,Early Enterocyte,0.024296296,0.059444444,WT,0.080199091776368,0.027063454049985114,6,0.6608047799456999,0.6666666666666665,0.3216785982449472,0.0931566128278711,0.2956665719244733
0.004498014,-0.008203335,0.12211024549846894,180.640707,0,0,0,0,0,0,TA 1,0.0,0.160037037,WT,0.1592393767491215,0.009857134793806965,6,0.29725753675039757,0.6944444444444444,0.418506847419291,0.06268998905912201,0.3785196698500243
0.005045038,-0.009728083,0.35582683771694645,203.711533,0,0,0,0,0,0,Early Enterocyte,0.0,0.047388889,WT,0.11563820950143247,0.011865443600650364,7,0.1101162100650232,0.4285714285714284,0.3216785982449472,0.0931566128278711,0.29053654373516247
0.033174449,-9.4e-05,0.2036786970160468,190.2829818,0,0,0,0,0,0,Late Enterocyte,0.0,0.040166667,WT,0.13973059521710204,0.013903914205295968,7,0.09131418126886315,0.5102040816326529,0.22036948484902785,0.1899124122989119,0.20006670600831206
0.032836833,0.002303398,0.15925392389203308,214.996444,0,0,0,0,0,0,Late Enterocyte,0.0,0.042722222,WT,0.09771905731188998,0.013700782858346992,5,0.0862801806029228,0.9999999999999999,0.22036948484902785,0.1899124122989119,0.19997110408731375
0.039383372,0.013441293,0.25138240742510365,207.7277786,0,0,0,0,0,0,Late Enterocyte,0.011888889,0.049722222,WT,0.109037717905661,0.024875740578082634,8,0.3632179622301733,0.3571428571428571,0.22036948484902785,0.1899124122989119,0.2052304963038678
-0.005792022,-0.006635454,0.37095202184882625,215.1114285,0,0,0,0,0,0,TA 1,0.0,0.273796296,WT,0.0975461510373847,0.005736537803096036,5,0.04845686420981399,1.0,0.418506847419291,0.06268998905912201,0.3769599387060772
0.037831645,0.006905646,0.23470492098174756,246.4282884,0,0,0,0,0,0,Late Enterocyte,0.030555556,0.059851852,WT,0.05646048061450723,0.019423321570861157,5,0.22809612443606198,0.9999999999999999,0.22036948484902785,0.1899124122989119,0.2026643648868936
0.028729242,0.000469,0.251387853921865,136.7987459,0,0,0,0,0,0,Late Enterocyte,0.0,0.165611111,WT,0.28262326310114405,0.010587134387368243,5,0.00911774993017983,0.9999999999999999,0.22036948484902785,0.1899124122989119,0.19850569375252294
-0.001505775,-0.008044761,0.3981863977536535,261.869069,0,0,0,0,0,0,TA 1,0.0,0.162740741,WT,0.0398201978919068,0.005496485476778101,6,0.03396256147468307,0.6944444444444444,0.418506847419291,0.06268998905912201,0.37686907393808866
0.01202726,-0.011976569,0.3123873283961074,269.3512771,0,0,0,0,0,0,Early Enterocyte,0.0,0.086703704,WT,0.03244297758270118,0.00911502949012008,5,0.010457006766222077,1.0,0.3216785982449472,0.0931566128278711,0.28960815235351844
0.033976753,0.004642341,0.1785497427743431,162.2924603,0,0,0,0,0,0,Late Enterocyte,0.0,0.0,WT,0.20276518213463626,0.015886559646179303,6,0.1404480969329845,0.7142857142857141,0.22036948484902785,0.1899124122989119,0.2009998200532585
0.001513209,0.020565035,0.4269095504192383,90.01646582,0,0,0,0,0,0,ER Stress,0.0,0.250018519,WT,0.5468297791568147,0.011662209530250428,6,0.2389446344746678,0.6666666666666665,0.3462930749103823,0.2806624696887638,0.31837004654239803
0.034666026,0.00141368,0.3072719040282983,164.1897051,0,0,0,0,0,0,Early Enterocyte,0.0,0.099888889,WT,0.1978135848305684,0.030958030386316615,10,0.801921847873456,0.0,0.3216785982449472,0.0931566128278711,0.29698117073050834
-0.015088242,-0.005984394,0.5203655735182577,236.5067655,0,0,0,0,0,0,CSC,0.0,0.106777778,WT,0.06829935529494693,0.010543835885221804,7,0.3421673393454673,0.47619047619047605,0.5283128165839661,0.0431088893442971,0.4769565803224771
0.016397032,0.002195068,0.28275133392017426,95.2646886,0,0,0,0,0,0,Late Enterocyte,0.0,0.08337037,WT,0.504267530420848,0.017201663280956035,5,0.17303899278772228,0.9999999999999999,0.22036948484902785,0.1899124122989119,0.2016187616183341
0.039089997,0.012038932,0.2624733579761298,264.4397947,0,0,0,0,0,0,Early Enterocyte,0.014259259,0.0,WT,0.037238467202614395,0.03642462982283012,8,1.0,0.25,0.3216785982449472,0.0931566128278711,0.2988263997032396
0.015047774,-0.004549249,0.29596294438772863,130.1132164,0,0,0,0,0,0,Late Enterocyte,0.0,0.197074074,WT,0.3087447860769319,0.016250678555917414,7,0.14947169108344105,0.5102040816326529,0.22036948484902785,0.1899124122989119,0.20117118930653047
-0.005824296,-0.006613728,0.40617539978151707,242.3709769,0,0,0,0,0,0,TA 1,0.0,0.105722222,WT,0.0611847362688778,0.005762626697845525,5,0.05003210550959314,1.0,0.418506847419291,0.06268998905912201,0.376969813892062
0.027809549,-0.001691721,0.19428946185066553,156.1654271,0,0,0,0,0,0,Late Enterocyte,0.0,0.070759259,WT,0.21957771745687263,0.011627142372885556,6,0.03489122591167143,0.7142857142857141,0.22036948484902785,0.1899124122989119,0.19899516405222026
0.033930941,0.003021101,0.1872631736371937,226.6263085,0,0,0,0,0,0,Late Enterocyte,0.0,0.0,WT,0.081119394481004,0.014814602975132905,6,0.11388286868555769,0.7142857142857141,0.22036948484902785,0.1899124122989119,0.2004953133952845
0.00245427,-0.01508988,0.4493872544908769,255.9145126,0,0,0,0,0,0,CSC,0.0,0.11937037,WT,0.04599945843950462,0.011745733565847283,6,0.43258497752430014,0.6944444444444444,0.5283128165839661,0.0431088893442971,0.47734636071837955
0.012738971,0.00311884,0.262107335487476,144.3712989,0,0,0,0,0,0,ER Stress,0.0,0.159611111,WT,0.2559580195138168,0.01725649693158635,8,0.5214747175905821,0.25,0.3462930749103823,0.2806624696887638,0.3262996056312664
0.032170485,0.005044451,0.19754273345234008,138.3756767,0,0,0,0,0,0,Late Enterocyte,0.0,0.0955,WT,0.27682981693843656,0.016705473321713515,8,0.16074241413171014,0.3571428571428571,0.22036948484902785,0.1899124122989119,0.20138523432677544
-0.002904185,-0.014171059,0.5444478722390453,267.5608036,0,0,0,0,0,0,CSC,0.038185185,0.036666667,WT,0.034170774044911395,0.007911094997367326,5,0.1441087051922142,1.0,0.5283128165839661,0.0431088893442971,0.4761027715481376
-0.004107544,-0.004913373,0.3088405458300588,219.7929418,0,0,0,0,0,0,TA 1,0.0,0.119444444,WT,0.0906600205359682,0.005294266717886588,7,0.021752640600122997,0.47619047619047605,0.418506847419291,0.06268998905912201,0.3767925299574848
-0.005156304,-0.000966,0.2935559390074971,198.3236861,0,0,0,0,0,0,TA 1,0.0,0.178296296,WT,0.12491272555236457,0.008319299542084761,6,0.20440340766482323,0.6944444444444444,0.418506847419291,0.06268998905912201,0.3779375674163774
0.024500171,-0.006332178,0.11792502308986341,165.7912755,0,0,0,0,0,0,Late Enterocyte,0.0,0.098111111,WT,0.19372187665770582,0.012394146098427145,6,0.053899110825293195,0.7142857142857141,0.22036948484902785,0.1899124122989119,0.19935614737988486
0.042160854,0.029857386,0.33872096415873265,263.6431161,0,0,0,0,0,0,Late Enterocyte,0.016740741,0.023611111,WT,0.03803317251766816,0.041270592680450004,5,0.7695151568332408,0.9999999999999999,0.22036948484902785,0.1899124122989119,0.2129465843376027
0.006945105,0.010588982,0.23825287939422013,169.0929743,0,0,0,0,0,0,ER Stress,0.0,0.260777778,WT,0.18553126322440258,0.010432445184788204,7,0.17683745302141246,0.4285714285714284,0.3462930749103823,0.2806624696887638,0.31662693104919015
-0.009463999,-0.006923054,0.5949370285296036,223.7599083,0,0,0,0,0,0,TA 1,0.0,0.128592593,WT,0.08505046141834008,0.007844126060400584,7,0.17571254513131518,0.47619047619047605,0.418506847419291,0.06268998905912201,0.3777577044305452
-0.009615709,-0.011212282,0.6357556209368611,248.5226496,0,0,0,0,0,0,CSC,0.0,0.055648148,WT,0.05408221004651173,0.006683372945389902,7,0.05174832371440041,0.47619047619047605,0.5283128165839661,0.0431088893442971,0.47570461620164517
0.003960805,0.002997895,0.34307558604633426,158.8757769,0,0,0,0,0,0,revCSC,0.0,0.303222222,WT,0.21198059760504076,0.010289656797758805,5,0.3388253641072515,0.9999999999999999,0.5609374172393626,0.054304337184330836,0.5066836441973348
0.023012077,-0.004383986,0.35696066106109836,146.5231524,0,0,0,0,0,0,Late Enterocyte,0.0,0.16512963,WT,0.24888358392514467,0.011659708396444552,6,0.03569827704752687,0.7142857142857141,0.22036948484902785,0.1899124122989119,0.19901049095502613
0.029033914,-0.001921089,0.1713565022749406,195.1287587,0,0,0,0,0,0,Late Enterocyte,0.037,0.063055556,WT,0.13065430448726648,0.011257665478157139,6,0.025734850187054015,0.7142857142857141,0.22036948484902785,0.1899124122989119,0.1988212731120425
0.003301261,-0.010403414,0.3163972899998869,262.7889453,0,0,0,0,0,0,TA 1,0.0,0.116722222,WT,0.038890580271087855,0.009690220356992407,11,0.2871792824999061,0.0,0.418506847419291,0.06268998905912201,0.37845648928515446
-0.001282765,-0.00991906,0.3638025861052938,239.4388712,0,0,0,0,0,0,TA 1,0.0,0.181759259,WT,0.06469848390138908,0.006409853465359304,7,0.08911150478273422,0.47619047619047605,0.418506847419291,0.06268998905912201,0.37721480260334905
0.032487987,0.005124207,0.3147852642400881,251.2494257,0,0,0,0,0,0,Late Enterocyte,0.003148148,0.110814815,WT,0.05104521111288937,0.017032839385226522,9,0.1688551993147115,0.23809523809523803,0.22036948484902785,0.1899124122989119,0.20153930618723212
